X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-73.987228,40.693185,0,0,71,15.1284032661715,2019/10/10 17:42:07+00,,,,,,,,,,,,,,,,,,,,,
-73.98721,40.693208,0,0,72,15.1104302843402,2019/10/10 17:42:09+00,,,,,,,,,,,,,,,,,,,,,
-73.987191,40.693195,0,0,73,15.1036529608789,2019/10/10 17:42:15+00,,,,,,,,,,,,,,,,,,,,,
-73.987154,40.693209,0,0,74,15.1036529541016,2019/10/10 17:42:20+00,,,,,,,,,,,,,,,,,,,,,
-73.987177,40.693201,0,0,75,15.1036529541016,2019/10/10 17:42:35+00,,,,,,,,,,,,,,,,,,,,,
-73.987193,40.693218,0,0,76,15.1036529541016,2019/10/10 17:42:38+00,,,,,,,,,,,,,,,,,,,,,
-73.987154,40.693232,0,0,77,15.1036529541016,2019/10/10 17:42:41+00,,,,,,,,,,,,,,,,,,,,,
-73.987134,40.693211,0,0,78,15.1036529541016,2019/10/10 17:42:43+00,,,,,,,,,,,,,,,,,,,,,
-73.987121,40.693237,0,0,79,15.1036529541016,2019/10/10 17:42:48+00,,,,,,,,,,,,,,,,,,,,,
-73.987139,40.693249,0,0,80,15.1036529541016,2019/10/10 17:42:50+00,,,,,,,,,,,,,,,,,,,,,
-73.987159,40.693238,0,0,81,15.1036529541016,2019/10/10 17:42:53+00,,,,,,,,,,,,,,,,,,,,,
-73.987167,40.693259,0,0,82,15.1036529541016,2019/10/10 17:43:01+00,,,,,,,,,,,,,,,,,,,,,
-73.987197,40.693262,0,0,83,15.1036529541016,2019/10/10 17:43:08+00,,,,,,,,,,,,,,,,,,,,,
-73.987188,40.693286,0,0,84,15.1036529541016,2019/10/10 17:43:15+00,,,,,,,,,,,,,,,,,,,,,
-73.987207,40.693304,0,0,85,15.1036529541016,2019/10/10 17:43:17+00,,,,,,,,,,,,,,,,,,,,,
-73.987178,40.693322,0,0,86,15.1036529541016,2019/10/10 17:43:20+00,,,,,,,,,,,,,,,,,,,,,
-73.987141,40.693356,0,0,87,15.1036529541016,2019/10/10 17:43:25+00,,,,,,,,,,,,,,,,,,,,,
-73.987116,40.693375,0,0,88,15.1036529541016,2019/10/10 17:43:26+00,,,,,,,,,,,,,,,,,,,,,
-73.987147,40.693385,0,0,89,15.1036529541016,2019/10/10 17:43:30+00,,,,,,,,,,,,,,,,,,,,,
-73.987076,40.693379,0,0,90,15.1036529541016,2019/10/10 17:43:32+00,,,,,,,,,,,,,,,,,,,,,
-73.987085,40.693399,0,0,91,15.1036529541016,2019/10/10 17:43:36+00,,,,,,,,,,,,,,,,,,,,,
